handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:uje:journl,office-ekonomist@ukr.net,Ukrainian Journal Ekonomist,http://ua-ekonomist.com/,,Yuriy Kovalenko,ReDIF-Series 1.0
RePEc:ukb:wpaper,journal@bank.gov.ua,Working Papers,https://bank.gov.ua/control/en/publish/article?&art_id=41484450&cat_id=41306295,RePEc:edi:nbugvua,"National Bank of Ukraine, Monetary Policy and Economic Analysis Department",ReDIF-Series 1.0
RePEc:ukc:ukcedp,T.J.Girling@kent.ac.uk,Studies in Economics,http://www.kent.ac.uk/economics/,,"School of Economics, University of Kent",ReDIF-Series 1.0
RePEc:ula:econom,avasquez@ula.ve,EconomÌa,,RePEc:edi:iiulave,Instituto de Investigaciones EconÛmicas y Sociales (IIES).,ReDIF-Series 1.0
RePEc:ulb:ulbcvp,bpauwels@ulb.ac.be,CEVIPOL Working Papers,http://difusion.ulb.ac.be,RePEc:edi:ecsulbe,ULB -- Universite Libre de Bruxelles,ReDIF-Series 1.0
RePEc:ulp:buopee,michel.devoluy@unistra.fr,Bulletin de l'Observatoire des politiques Èconomiques en Europe,http://opee.unistra.fr/,RePEc:edi:opstrfr,Observatoire des Politiques …conomiques en Europe (OPEE),ReDIF-Series 1.0
RePEc:ulr:tpaper,adean@iecon.ccee.edu.uy,Documentos de InvestigaciÛn Estudiantil (students working papers),,RePEc:edi:ierauuy,Instituto de EconomÌa - IECON,ReDIF-Series 1.0
RePEc:uma:perirb,peri@econs.umass.edu,Research Briefs,http:///,RePEc:edi:permaus,"Political Economy Research Institute, University of Massachusetts",ReDIF-Series 1.0
RePEc:umb:econwp,ckviauro@umbc.edu,UMBC Economics Department Working Papers,http://www.umbc.edu/economics,RePEc:edi:edumbus,UMBC Department of Economics,ReDIF-Series 1.0
RePEc:umc:wpaper,eparc@missouri.edu,Working Papers,http://economics.missouri.edu/,RePEc:edi:edumous,"Department of Economics, University of Missouri",ReDIF-Series 1.0
RePEc:umd:umdeco,murrell@econ.umd.edu,Electronic Working Papers,http://www.econ.umd.edu/,,"University of Maryland, Department of Economics",ReDIF-Series 1.0
RePEc:umk:journl,rajah@um.edu.my,Institutions and Economies (formerly known as International Journal of Institutions and Economies),http://ijie.um.edu.my,RePEc:edi:feaummy,"Faculty of Economics and Administration, University of Malaya",ReDIF-Series 1.0
RePEc:umn:wpaper,pchambers@ucmo.edu,Working Papers,http://www.ucmo.edu/econ,RePEc:edi:decmsus,"University of Central Missouri, Department of Economics & Finance",ReDIF-Series 1.0
RePEc:umr:ecbook,perez@supagro.inra.fr,Research serial MOISA,http://www1.montpellier.inra.fr/moisa/,RePEc:edi:moisafr,"UMR MOISA : MarchÈs, Organisations, Institutions et StratÈgies d'Acteurs : CIHEAM-IAMM, CIRAD, INRA, Montpellier SupAgro - Montpellier, France",ReDIF-Series 1.0
RePEc:ums:papers,dgirardi@umass.edu,UMASS Amherst Economics Working Papers,http://www.umass.edu/economics,RePEc:edi:deumaus,"University of Massachusetts Amherst, Department of Economics",ReDIF-Series 1.0
RePEc:una:unccee,fgracia@unav.es,Faculty Working Papers,http://www.unav.edu/web/facultad-de-ciencias-economicas-y-empresariales,,"School of Economics and Business Administration, University of Navarra",ReDIF-Series 1.0
RePEc:unc:blupap,isabelle.porcu@unctad.org,UNCTAD Blue Series Papers,http://www.unctad.org,RePEc:edi:unctach,United Nations Conference on Trade and Development,ReDIF-Series 1.0
RePEc:une:cpaper,gaoa@un.org,CDP Background Papers,http://www.un.org/en/development/desa/policy/cdp/cdp_bg_papers.shtml,RePEc:edi:desunus,"United Nations, Department of Economics and Social Affairs",ReDIF-Series 1.0
RePEc:unl:novafr,sstory@novasbe.pt,NOVAFRICA Working Paper Series,http://www.fe.unl.pt,RePEc:edi:feunlpt,"Universidade Nova de Lisboa, Faculdade de Economia, NOVAFRICA",ReDIF-Series 1.0
RePEc:unm:umarow,l.portz@maastrichtuniversity.nl,ROA Working Paper,http://www.maastrichtuniversity.nl/,RePEc:edi:romaanl,"Maastricht University, Research Centre for Education and the Labour Market (ROA)",ReDIF-Series 1.0
RePEc:uno:wpaper,jmurphy@uno.edu,Working Papers,http://www.uno.edu/~coba/econ/index.html,RePEc:edi:deunous,"University of New Orleans, Department of Economics and Finance",ReDIF-Series 1.0
RePEc:unp:sdgspp,arief.yusuf@fe.unpad.ac.id,UNPAD SDGs Working Paper Series,http://sdgcenter.unpad.ac.id/,RePEc:edi:sdgupid,"Center for Sustainable Development Goals Studies, Universitas Padjadjaran",ReDIF-Series 1.0
RePEc:unr:wpaper,tosun@unr.edu,Working Papers,http://www.cabnr.unr.edu/re/,RePEc:edi:daunrus,"University of Nevada, Reno , Department of Resource Economics",ReDIF-Series 1.0
RePEc:uns:esteco,estudioseconomicos@uns.edu.ar,Estudios Economicos,http://www.economia.uns.edu.ar/,RePEc:edi:deunsar,"Universidad Nacional del Sur, Departamento de Economia",ReDIF-Series 1.0
RePEc:unt:jnappj,escap-sdd@un.org,Asia-Pacific Population Journal,http://www.unescap.org/,RePEc:edi:escapth,United Nations Economic and Social Commission for Asia and the Pacific (ESCAP),ReDIF-Series 1.0
RePEc:unu:wpaper,repec@wider.unu.edu,WIDER Working Paper Series,http://www.wider.unu.edu/,RePEc:edi:widerfi,World Institute for Development Economic Research (UNU-WIDER),ReDIF-Series 1.0
RePEc:uom:wpaper,econ-support@umich.edu,Working Papers,http://www.umich.edu/~econwork/,RePEc:edi:edumius,"University of Michigan, Department of Economics",ReDIF-Series 1.0
RePEc:uop:wpaper,kgatziol@uop.gr,Working Papers,http://econ.uop.gr/~econ/,RePEc:edi:depelgr,"University of Peloponnese, Department of Economics",ReDIF-Series 1.0
RePEc:uow:depec1,peter_siminski@uow.edu.au,Economics Working Papers,http://business.uow.edu.au/econ/index.html,RePEc:edi:deuowau,"School of Economics, University of Wollongong, NSW, Australia",ReDIF-Series 1.0
RePEc:upa:wpaper,kalyagin@econ.msu.ru,Working Papers,https://www.econ.msu.ru/,RePEc:edi:femsuru,"Moscow State University, Faculty of Economics",ReDIF-Series 1.0
,,,,,,
RePEc:upf:upfses,walter.garcia@upf.edu,"Working Papers, Research Center on Health and Economics",http://www.econ.upf.edu/,,"Department of Economics and Business, Universitat Pompeu Fabra",ReDIF-Series 1.0
RePEc:upj:uchaps,wyrwa@upjohn.org,Book chapters authored by Upjohn Institute researchers,http://www.upjohn.org,RePEc:edi:upjohus,W.E. Upjohn Institute for Employment Research,ReDIF-Series 1.0
RePEc:upn:jamels,pascal.seppecher@univ-paris13.fr,Java Agent-based Macro-Economic Laboratory Series,https://cepn.univ-paris13.fr/,RePEc:edi:cep13fr,Centre d'Economie de l'Universit√© de Paris Nord,ReDIF-Series 1.0
RePEc:upo:upopwp,dipsemeq@eco.unipmn.it,Working Papers,http://semeq.unipmn.it/,RePEc:edi:dspmnit,SEMEQ Department - Faculty of Economics - University of Eastern Piedmont,ReDIF-Series 1.0
RePEc:ura:ecregj<br />,naidenov@list.ru<br />,Economy of region<br />,http://www.economyofregion.com<br />,,"Centre for Economic Security, Institute of Economics of Ural Branch of Russian Academy of Sciences<br />",ReDIF-Series 1.0<br />
RePEc:urb:wpaper,cdc@uniurb.it,Working Papers,http://www.econ.uniurb.it/,RePEc:edi:feurbit,"University of Urbino Carlo Bo, Department of Economics, Society & Politics - Scientific Committee - L. Stefanini & G. Travaglini",ReDIF-Series 1.0
RePEc:urn:journl,vcatalin@snspa.ro,Holistica journal,,RePEc:edi:fasnsro,"National University of Political Studies and Public Administration, Faculty of Public Administration.",ReDIF-Series 1.0
RePEc:urs:urswps,egaus@ursinus.edu,Working  Papers,,RePEc:edi:ebursus,"Ursinus College, Department of Economics",ReDIF-Series 1.0
RePEc:urv:wpaper,ariadna.casals@urv.cat,Working Papers,http://www.urv.cat,RePEc:edi:deurves,"Universitat Rovira i Virgili, Department of Economics",ReDIF-Series 1.0
RePEc:usb:rivpei,segdss@eco.unibs.it,Il Pensiero Economico Italiano,http://www.eco.unibs.it/segdss,,"University of Brescia, Department of Social Studies",ReDIF-Series 1.0
RePEc:use:tkiwps,m.muilwijk@uu.nl,Working Papers,http://www.uu.nl/EN/faculties/leg/organisation/schools/schoolofeconomicsuse/Pages/default.aspx,RePEc:edi:eiruunl,Utrecht School of Economics,ReDIF-Series 1.0
RePEc:usf:wpaper,jkwilde@usf.edu,Working Papers,http://economics.usf.edu/,RePEc:edi:deusfus,"University of South Florida, Department of Economics",ReDIF-Series 1.0
RePEc:usg:auswrt,aussenwirtschaft@unisg.ch,Aussenwirtschaft,,RePEc:edi:siasrch,"University of St. Gallen, School of Economics and Political Science, Swiss Institute for International Economics and Applied Economics Research",ReDIF-Series 1.0
RePEC:ush:jaessh,laurastef73@yahoo.com,Journal of Applied Economic Sciences,,RePEc:edi:fmuspro,"Spiru Haret University, Faculty of Financial Management and Accounting Craiova",ReDIF-Series 1.0
RePEc:usi:depfid,carlo.zappia@unisi.it,"Department of Economic Policy, Finance and Development (DEPFID) University of Siena",,RePEc:edi:dpsieit,"Department of Economic Policy, Finance and Development (DEPFID), University of Siena",ReDIF-Series 1.0
RePEc:usm:aamj00,journal@usm.my,Asian Academy of Management Journal (AAMJ),,RePEc:edi:aammmea,Penerbit Universiti Sains Malaysia,ReDIF-Series 1.0
RePEc:usn:usnawp,rbrady@usna.edu,Departmental Working Papers,https://www.usna.edu/EconDept/,RePEc:edi:ednavus,United States Naval Academy Department of Economics,ReDIF-Series 1.0
RePEc:usu:wpaper,jgilbert@usu.edu,Working Papers,http://apec.usu.edu/,RePEc:edi:edusuus,"Utah State University, Department of Economics",ReDIF-Series 1.0
RePEc:uta:papers,dave.m.kiefer@gmail.com,"Working Paper Series, Department of Economics, University of Utah",http://economics.utah.edu,RePEc:edi:deuutus,"University of Utah, Department of Economics",ReDIF-Series 1.0
RePEc:uth:exclio,jgilbert@usu.edu,Excel Models for Industrial Organization,http://huntsman.usu.edu/economicsandfinance/,RePEc:edi:deusuus,"Utah State University, Department of Economics and Finance",ReDIF-Series 1.0
RePEc:uto:dipeco,marina.grazioli@unito.it,Department of Economics and Statistics Cognetti de Martiis. Working Papers,http://www.unito.it/,RePEc:edi:detorit,University of Turin,ReDIF-Series 1.0
RePEc:uts:finphd,Duncan.Ford@uts.edu.au,PhD Thesis,http://www.uts.edu.au/about/uts-business-school/finance,RePEc:edi:sfutsau,"Finance Discipline Group, UTS Business School, University of Technology, Sydney",ReDIF-Series 1.0
RePEc:utu:wpaper,joeijo@utu.fi,Research Reports,http://aws.tt.utu.fi,RePEc:edi:tlutufi,"University of Turku, Department of Economics",ReDIF-Series 1.0
RePEc:uwa:wpaper,richard.li@uwa.edu.au,Economics Discussion / Working Papers,http://www.business.uwa.edu.au/school/disciplines/economics,RePEc:edi:deuwaau,"The University of Western Australia, Department of Economics",ReDIF-Series 1.0
RePEc:uwe:wpaper,felix.ritchie@uwe.ac.uk,Working Papers,http://www1.uwe.ac.uk/bl/research/bristoleconomics.aspx,RePEc:edi:seuweuk,"Department of Accounting, Economics and Finance, Bristol Business School, University of the West of England, Bristol",ReDIF-Series 1.0
RePEc:uwo:hcuwoc,economics@uwo.ca,"University of Western Ontario, Centre for Human Capital and Productivity (CHCP)",http://economics.uwo.ca/research/research_papers/chcp_workingpapers.html,,"University of Western Ontario, Centre for Human Capital and Productivity (CHCP)",ReDIF-Series 1.0
RePEc:uwp:jhriss,gunnison@wisc.edu,Journal of Human Resources,http://jhr.uwpress.org/,,University of Wisconsin Press,ReDIF-Series 1.0
RePEc:uww:wpaper,ahmady@uww.edu,Working Papers,http://www.uww.edu/cobe/economics/main.html,RePEc:edi:eduwwus,"UW-Whitewater, Department of Economics",ReDIF-Series 1.0
RePEc:uza:wpaper,shaund@teqcle.co.za,Working Papers,http://www.unisa.ac.za,RePEc:edi:deusaza,"University of South Africa, Department of Economics",ReDIF-Series 1.0
RePEc:vac:wpaper,shobe@virginia.edu,Working Papers,http://www.coopercenter.org/econ,repec:edi:ceuvaus,Center for Economic and Policy Studies,ReDIF-Series 1.0
RePEc:vaj:journl,radu@softadviser.ro,The Valuation Journal,http://anevar.ro,RePEc:edi:anevaea,National Association of Romanian Valuers,ReDIF-Series 1.0
,,,,,,
RePEc:vas:papers,flynn@vassar.edu,Vassar College Department of Economics Working Paper Series,http://irving.vassar.edu/VCEWP/VCEWP.htm,RePEc:edi:edvasus,Vassar College Department of Economics,ReDIF-Series 1.0
RePEc:vcu:wpaper,okorenok@vcu.edu,Working Papers,http://www.business.vcu.edu/economics,RePEc:edi:edvcuus,"VCU School of Business, Department of Economics",ReDIF-Series 1.0
,,,,,,
RePEc:vep:journl,paola.digiampaolo@unicatt.it,Rivista Internazionale di Scienze Sociali,,,"Vita e Pensiero, Pubblicazioni dell'Universita' Cattolica del Sacro Cuore",ReDIF-Series 1.0
RePEc:ver:Wpaper,michael.reiter@univr.it,Working Papers,http://www.dse.univr.it,RePEc:edi:isverit,"University of Verona, Department of Economics",ReDIF-Series 1.0
RePEc:vic:vicewp,gvoss@uvic.ca,Econometrics Working Papers,http://web.uvic.ca/econ,RePEc:edi:devicca,"Department of Economics, University of Victoria",ReDIF-Series 1.0
RePEc:vid:yearbk,frank.kolesnik@oeaw.ac.at,Vienna Yearbook of Population Research,http://www.oeaw.ac.at/vid/,,Vienna Institute of Demography (VID) of the Austrian Academy of Sciences in Vienna,ReDIF-Series 1.0
RePEc:vie:viennp,papers.econ@univie.ac.at,Vienna Economics Papers,,,,ReDIF-Series 1.0
RePEc:vig:wpaper,depx06@uvigo.es,Working Papers,http://webx06.webs.uvigo.es/,RePEc:edi:deviges,"Universidade de Vigo, Departamento de EconomÌa Aplicada",ReDIF-Series 1.0
RePEc:vil:papers,chkilby@yahoo.com,Villanova School of Business Department of Economics and Statistics Working Paper Series,http://www.villanova.edu/business/facultyareas/economics/,RePEc:edi:edvilus,Villanova School of Business Department of Economics and Statistics,ReDIF-Series 1.0
RePEc:vir:virpap,djb4c@virginia.edu,Virginia Economics Online Papers,,,,ReDIF-Series 1.0
RePEc:vis:cnfprs,l.batory@vistula.edu.pl,ConferencePapers,http://www.vistula.edu.pl,RePEc:edi:fbvispl,Vistula University,ReDIF-Series 1.0
RePEc:vlg:vlgwps,library@vlerick.be,Vlerick Leuven Gent Management School Working Paper Series,http://www.vlerick.com,RePEc:edi:vlgmsbe,Vlerick Leuven Gent Management School,ReDIF-Series 1.0
RePEc:vlh:journl,veronica.stefan@ats.com.ro,Valahian Journal of Economic Studies,http://www.ecouvt.ro/,RePEc:edi:fevalro,"Valahia University of Targoviste, Faculty of Economic Science",ReDIF-Series 1.0
RePEc:vls:rojfme,dan@ipe.ro,Journal of Financial and Monetary Economics,http://www.icfm.ro/,RePEc:edi:cfiarro,"Centre of Financial and Monetary Research ""Victor Slavescu""",ReDIF-Series 1.0
RePEc:vnm:wpaper,licalzi@unive.it,Working Papers,http://www.dma.unive.it/,RePEc:edi:dmvenit,"Department of Applied Mathematics, Universit‡ Ca' Foscari Venezia",ReDIF-Series 1.0
RePEc:vnu:journl,dergupr@nuczu.edu.ua,Visnyk of National University of Civil Protection of Ukraine. Public Administration series.,,RePEc:edi:dpnucua,National University of Civil Protection of Ukraine,ReDIF-Series 1.0
RePEc:voc:vibook,john.bryant@vocat.co.uk,Books,http://www.vocat.co.uk,,"Economic Consultancy, Vocat International",ReDIF-Series 1.0
RePEc:voj:journl,ivana.horvat@ef.uns.ac.rs,Panoeconomicus,http://www.panoeconomicus.rs/,,"Savez ekonomista Vojvodine, Novi Sad, Serbia",ReDIF-Series 1.0
,,,,,,
RePEc:vpi:wpaper,salehi@vt.edu,Working Papers,http://www.econ.vt.edu,RePEc:edi:decvtus,"Virginia Polytechnic Institute and State University, Department of Economics",ReDIF-Series 1.0
RePEc:vpr:ecbook,elias.krontiris@vernonpress.com,Vernon Press Titles in Economics,https://vernonpress.com,,Vernon Art and Science Inc,ReDIF-Series 1.0
RePEc:vra:journl,economics.su.varna@ue-varna.bg,"IZVESTIA, JOURNAL OF THE UNION OF SCIENTISTS - VARNA, ECONOMIC SCIENCES SERIES",http://www.ue-varna.bg/bg/DeepList.aspx?fid=173,RePEc:edi:uevecea,"Union of Scientists - Varna, Economic Sciences Section",ReDIF-Series 1.0
RePEc:vrn:market,kehajova_m@ue-varna.bg,Conferences of the department Marketing,http://ue-varna.bg,RePEc:edi:uevarbg,Publishing house Science and Economics Varna,ReDIF-Series 1.0
RePEc:vrs:subboe,peter.golla@degruyter.com,Studia Universitatis Babe»ô-Bolyai Oeconomica,http://www.degruyteropen.com,,De Gruyter Open,ReDIF-Series 1.0
RePEc:vsv:svpubs,alanlewis@adelphia.net,Related articles,http://www.optioncity.net,,Finance Press,ReDIF-Series 1.0
RePEc:vua:wpaper,r.dam@vu.nl,Serie Research Memoranda,http://www.feweb.vu.nl,RePEc:edi:fewvunl,"VU University Amsterdam, Faculty of Economics, Business Administration and Econometrics",ReDIF-Series 1.0
RePEc:vul:omefvu,sigitas.urbonavicius@ef.vu.lt,Organizations and Markets in Emerging Economies,http://www.ef.vu.lt/,RePEc:edi:fecvult,"Faculty of Economics, Vilnius University",ReDIF-Series 1.0
RePEc:vuw:vuwcrt,library-technologyservices@vuw.ac.nz,Competition & Regulation Times,http://ojs.victoria.ac.nz/crt/index,RePEc:edi:fcvuwnz,New Zealand Institute for the Study of Competition and Regulation,ReDIF-Series 1.0
RePEc:wai:nidaea,silver@waikato.ac.nz,NIDEA Working Papers,http://www.waikato.ac.nz/nidea,RePEc:edi:dewaknz,"University of Waikato, National Institute of Demographic and Economic Analysis",ReDIF-Series 1.0
RePEc:wap:wpaper,cppe-core@list.waseda.jp,Working Papers,http://www.waseda-pse.jp/pse/en/,RePEc:edi:spwasjp,"Waseda University, Faculty of Political Science and Economics",ReDIF-Series 1.0
RePEc:war:wpaper,mbaba@wne.uw.edu.pl,Working Papers,http://www.wne.uw.edu.pl/,RePEc:edi:fesuwpl,"Faculty of Economic Sciences, University of Warsaw",ReDIF-Series 1.0
RePEc:was:dpaper,rieem-dp@list.waseda.jp,RIEEM Discussion Paper Series,http://www.waseda.jp/prj-rieem/en,,"Research Institute for Environmental Economics and Management, Waseda University",ReDIF-Series 1.0
RePEc:wat:wpaper,p2gruber@uwaterloo.ca,Working Papers,http://economics.uwaterloo.ca/,RePEc:edi:dewatca,"University of Waterloo, Department of Economics",ReDIF-Series 1.0
RePEc:wbk:hnpkbs,Eyanick@worldbank.org,"Health, Nutrition and Population (HNP) Knowledge Briefs",http://www.worldbank.org,RePEc:edi:dvewbus,The World Bank,ReDIF-Series 1.0
RePEc:wbs:wpaper,Rong.Leng@wbs.ac.uk,Working Papers,http://web.warwick.ac.uk/fac/soc/financeRepec/,RePEc:edi:fewaruk,"Warwick Business School, Finance Group",ReDIF-Series 1.0
RePEc:wck:wckhtr,krichel@openlib.org,CSGR Hot Topics: Research on Current Issues,http://www.warwick.ac.uk/fac/soc/CSGR/,RePEc:edi:cswaruk,Centre for the Study of Globalisation and Regionalisation,ReDIF-Series 1.0
RePEc:wda:journl,info@wdaforum.org,Journal Article,http://www.wdaforum.org,World Demographic and Ageing Forum,World Demographic and Ageing Forum,ReDIF-Series 1.0
RePEc:wdi:papers,wdi@umich.edu,William Davidson Institute Working Papers Series,http://www.wdi.umich.edu,RePEc:edi:wdumius,William Davidson Institute at the University of Michigan,ReDIF-Series 1.0
RePEc:wea:worler,jake@jakemcmurchie.net,World Economic Review,https://www.worldeconomicsassociation.org/,RePEc:edi:worecea,World Economics Association,ReDIF-Series 1.0
RePEc:wef:wpaper,t.byne@bbk.ac.uk,WEF Working Papers,http://www.worldeconomyandfinance.org,RePEc:edi:debbkuk,"ESRC World Economy and Finance Research Programme, Birkbeck, University of London",ReDIF-Series 1.0
RePEc:wei:journl,editors.ecrg@gmail.com,Economic Research Guardian,,,Weissberg Publishing,ReDIF-Series 1.0
RePEc:wej:wldecn,Enquiries@worldeconomics.com,World Economics,,,"World Economics, 1 Ivory Square, Plantation Wharf, London, United Kingdom, SW11 3UE",ReDIF-Series 1.0
